PR Number,Title,State,URL,Created At,Merged At
50082,[SPARK-51315][SQL] Enabling object level collations by default,closed,,2025-02-26T02:05:17Z,None
50081,[SPARK-51313][PYTHON] Fix timestamp format for PySparkLogger,closed,,2025-02-26T00:16:41Z,None
50080,[SPARK-51316][PYTHON] Allow Arrow batches in bytes instead of number of rows,closed,,2025-02-25T12:39:51Z,None
50079,[SPARK-51312][SQL] Fix createDataFrame from RDD[Row] ,closed,,2025-02-25T10:10:19Z,None
50078,SPARK-34616 requireDbExists is called too many times,open,,2025-02-25T09:56:36Z,None
50077,[SPARK-51311][BUILD] Promote bcprov-jdk18on to compile scope,closed,,2025-02-25T09:53:14Z,None
50076,[SPARK-51309][BUILD] Upgrade rocksdbjni to 9.10.0,closed,,2025-02-25T06:43:31Z,None
50075,[WIP][SPARK-51308][CONNECT][BUILD] Update the relocation rules for the `connect` module in `SparkBuild.scala` to ensure that both Maven and SBT produce the assembly JAR according to the same rules,closed,,2025-02-25T05:58:35Z,None
50074,[SPARK-51307][SQL] locationUri in CatalogStorageFormat shall be decoded for display,closed,,2025-02-25T03:11:56Z,None
50073,[SPARK-51289][SQL] Throw a proper error message for not fully implemented `SQLTableFunction`,open,,2025-02-25T02:28:48Z,None
50072,[SPARK-51099][PYTHON][FOLLOWUP][4.0] Avoid logging when selector.select returns 0 without waiting the configured timeout,closed,,2025-02-24T20:30:22Z,None
50071,[SPARK-51099][PYTHON][FOLLOWUP] Avoid logging when selector.select returns 0 without waiting the configured timeout,closed,,2025-02-24T20:19:04Z,None
50070,[SPARK-51156][CONNECT][FOLLOWUP] Remove unused `private val AUTH_TOKEN_ON_INSECURE_CONN_ERROR_MSG` from `SparkConnectClient`,closed,,2025-02-24T16:21:06Z,None
50069,[SPARK-51303] [SQL] [TESTS] Extend `ORDER BY` testing coverage,closed,,2025-02-24T13:53:18Z,None
50068,[SPARK-50692][SQL][FOLLOWUP] Add the LPAD and RPAD pushdown support for H2,closed,,2025-02-24T13:26:50Z,None
50067,[SPARK-51078][SPARK-50963][ML][PYTHON][CONNECT][TESTS][FOLLOW-UP] Add back tests for default value,closed,,2025-02-24T12:11:50Z,None
50066,[SPARK-51305][SQL][CONNECT] Improve `SparkConnectPlanExecution.createObservedMetricsResponse`,closed,,2025-02-24T11:48:02Z,None
50065,[SPARK-50795][SQL][FOLLOWUP] Set isParsing to false for the timestamp formatter in DESCRIBE AS JSON,closed,,2025-02-24T11:18:18Z,None
50064,[SPARK-50015][PYTHON][FOLLOW-UP] Update _minimum_grpc_version in setup.py for pyspark-client,closed,,2025-02-24T10:51:13Z,None
50063,[SPARK-50098][PYTHON][FOLLOW-UP] Update _minimum_googleapis_common_protos_version in setup.py for pyspark-client,closed,,2025-02-24T10:48:03Z,None
50062,[SPARK-51304][DOCS][PYTHON] Use `getCondition` instead of `getErrorClass` in contribution guide,closed,,2025-02-24T10:06:23Z,None
50061,[SPARK-51306][TESTS] Fix test errors caused by improper DROP TABLE/VIEW in describe.sql,closed,,2025-02-24T09:52:18Z,None
